1,259
2,52
3,143
4,43
5,54
6,14
7,168
8,310
9,236
10,1
11,612
12,119
13,6
14,3
15,6
16,6
17,61
18,74
19,5
20,3
21,42
22,69
23,3
24,854
25,10
26,79
27,6
28,114
29,20
30,823
31,206
32,86
33,4
34,1
35,433
36,52
37,63
38,32
39,7
40,24
41,81
42,8
43,617
44,131
45,119
46,10
47,77
48,63
49,619
50,63
51,135
52,83
53,664
54,20
55,88
56,22
57,283
58,209
59,7
60,25
61,0
62,0
63,432
64,349
65,400
66,8
67,7
68,194
69,253
70,42
71,13
72,284
73,12
74,527
75,527
76,22
77,26
78,6
79,111
80,214
81,99
82,2
83,110
84,5
85,211
86,112
87,242
88,19
89,145
90,483
91,168
92,18
93,566
94,18
95,33
96,622
97,67
98,783
99,16
100,314
101,117
102,43
103,48
104,121
105,101
106,546
107,4
108,18
109,32
110,133
111,62
112,8
113,11
114,239
115,103
116,24
117,177
118,21
119,37
120,43
121,0
122,17
123,164
124,164
125,349
126,64
127,27
128,88
129,72
130,154
131,459
132,530
133,263
134,227
135,11
136,8
137,185
138,12
139,40
140,10
141,151
142,94
143,688
144,29
145,172
146,196
147,26
148,29
149,1523
150,433
151,26
152,104
153,17
154,66
155,208
156,3
157,123
158,42
159,289
160,35
161,753
162,32
163,254
164,13
165,313
166,9
167,39
168,62
169,191
170,140
171,38
172,35
173,13
174,49
175,4
176,20
177,26
178,189
179,27
180,1
181,816
182,80
183,159
184,287
185,14
186,224
187,79
188,79
189,89
190,545
191,40
192,28
193,154
194,50
195,2
196,356
197,11
198,364
199,5
200,24
201,7
202,7
203,100
204,46
205,20
206,8
207,30
208,30
209,62
210,745
211,201
212,110
213,697
214,42
215,7
216,42
217,39
218,27
219,186
220,34
221,106
222,313
223,213
224,51
225,1
226,159
227,43
228,80
229,33
230,574
231,20
232,8
233,20
234,71
235,1
236,7
237,43
238,154
239,903
240,518
241,28
242,2
243,884
244,93
245,2
246,655
247,29
248,42
249,75
250,115
251,38
252,297
253,443
254,117
255,247
256,516
257,130
258,530
259,3
260,19
261,37
262,321
263,29
264,212
265,133
266,458
267,386
268,9
269,1
270,141
271,385
272,13
273,466
274,5
275,146
276,74
277,43
278,47
279,185
280,239
281,56
282,552
283,2
284,3
285,3
286,28
287,34
288,55
289,55
290,125
291,25
292,33
293,11
294,48
295,184
296,49
297,56
298,52
299,476
300,614
301,441
302,41
303,188
304,549
305,4
306,108
307,10
308,6
309,6
310,6
311,15
312,2
313,389
314,9
315,388
316,90
317,44
318,79
319,11
320,326
321,609
322,21
323,30
324,6
325,10
326,29
327,7
328,217
329,27
330,190
331,1
332,15
333,9
334,4
335,254
336,9
337,179
338,4
339,6
340,147
341,331
342,4
343,85
344,237
345,566
346,38
347,289
348,3
349,56
350,112
351,20
352,488
353,7
354,42
355,36
356,61
357,32
358,872
359,46
360,835
361,696
362,549
363,18
364,77
365,72
366,85
367,562
368,13
369,3
370,49
371,49
372,342
373,718
374,11
375,42
376,196
377,406
378,46
379,50
380,38
381,27
382,27
383,12
384,26
385,101
386,88
387,187
388,45
389,80
390,226
391,20
392,131
393,10
394,105
395,102
396,197
397,6
398,33
399,273
400,670
401,46
402,13
403,574
404,425
405,568
406,538
407,230
408,495
409,14
410,269
411,28
412,77
413,59
414,79
415,20
416,3
417,42
418,102
419,236
420,10
421,83
422,21
423,209
424,116
425,306
426,71
427,95
428,72
429,253
430,201
431,425
432,4
433,199
434,403
435,85
436,42
437,9
438,42
439,351
440,35
441,24
442,14
443,4
444,928
445,785
446,4
447,687
448,72
449,187
450,323
451,19
452,308
453,43
454,557
455,6
456,13
457,109
458,109
459,109
460,109
461,109
462,109
463,109
464,109
465,109
466,90
467,937
468,53
469,51
470,21
471,529
472,70
473,217
474,284
475,61
476,8
477,278
478,131
479,71
480,200
481,36
482,8
483,106
484,342
485,419
486,438
487,182
488,190
489,3
490,85
491,196
492,108
493,132
494,303
495,145
496,28
497,465
498,22
499,799
500,7
501,55
502,9
503,63
504,21
505,9
506,99
507,99
508,148
509,51
510,12
511,48
512,460
513,836
514,14
515,225
516,502
517,15
518,371
519,152
520,36
521,196
522,173
523,21
524,168
525,107
526,32
527,9
528,100
529,153
530,167
531,173
532,174
533,660
534,1336
535,34
536,926
537,7
538,190
539,38
540,14
541,682
542,45
543,235
544,503
545,90
546,33
547,67
548,521
549,55
550,55
551,0
552,50
553,0
554,0
555,6
556,13
557,163
558,6
559,3
560,605
561,35
562,249
563,84
564,30
565,246
566,782
567,194
568,468
569,143
570,2
571,43
572,110
573,8
574,25
575,18
576,59
577,28
578,49
579,25
580,41
581,11
582,988
583,27
584,562
585,12
586,555
587,67
588,3
589,782
590,18
591,4
592,558
593,103
594,3
595,19
596,54
597,547
598,704
599,9
600,61
601,436
602,7
603,10
604,23
605,145
606,173
607,50
608,60
609,27
610,80
611,80
612,0
613,68
614,49
615,83
616,91
617,3
618,344
619,14
620,49
621,166
622,12
623,52
624,52
625,36
626,36
627,65
628,98
629,586
630,38
631,471
632,11
633,947
634,9
635,686
636,72
637,702
638,69
639,32
640,237
641,71
642,114
643,25
644,25
645,2
646,0
647,4
648,11
649,13
650,86
651,41
652,170
653,16
654,13
655,5
656,39
657,6
658,42
659,187
660,834
661,848
662,104
663,102
664,112
665,94
666,305
667,401
668,64
669,181
670,630
671,234
672,98
673,14
674,4
675,6
676,113
677,28
678,12
679,21
680,12
681,97
682,790
683,13
684,79
685,26
686,270
687,349
688,339
689,17
690,57
691,71
692,71
693,40
694,50
695,82
696,28
697,10
698,145
699,6
700,2
701,114
702,30
703,166
704,34
705,42
706,232
707,105
708,62
709,83
710,23
711,39
712,730
713,21
714,284
715,552
716,102
717,102
718,38
719,185
720,68
721,91
722,357
723,187
724,20
725,439
726,600
727,600
728,596
729,596
730,210
731,592
732,12
733,203
734,70
735,46
736,149
737,209
738,4
739,592
740,44
741,45
742,23
743,86
744,135
745,119
746,244
747,90
748,4
749,123
750,349
751,175
752,511
753,410
754,4
755,3
756,9
757,4
758,153
759,60
760,88
761,75
762,238
763,125
764,10
765,54
766,318
767,1
768,18
769,7
770,427
771,1
772,48
773,723
774,26
775,197
776,993
777,721
778,33
779,69
780,579
781,372
782,76
783,116
784,421
785,78
786,355
787,161
788,161
789,13
790,185
791,50
792,14
793,18
794,108
795,377
796,24
797,193
798,61
799,54
800,119
801,602
802,284
803,4
804,6
805,52
806,166
807,13
808,31
809,210
810,4
811,278
812,13
813,903
814,279
815,22
816,379
817,15
818,139
819,8
820,54
821,395
822,127
823,856
824,724
825,15
826,6
827,409
828,106
829,13
830,260
831,212
832,139
833,181
834,196
835,76
836,1
837,46
838,210
839,1
840,191
841,19
842,19
843,3
844,21
845,15
846,123
847,511
848,742
849,94
850,913
851,179
852,487
853,4
854,422
855,128
856,133
857,75
858,268
859,77
860,16
861,617
862,69
863,1
864,21
865,261
866,97
867,225
868,41
869,312
870,232
871,8
872,30
873,98
874,19
875,49
