1,1
2,17
3,2
4,26
5,0
6,23
7,22
8,2
9,50
10,44
11,144
12,144
13,38
14,1
15,53
16,90
17,61
18,43
19,9
20,55
21,2
22,2
23,4
24,20
25,20
26,14
27,26
28,103
29,91
30,14
31,9
32,2
33,38
34,0
35,0
36,17
37,42
38,1
39,2
40,0
41,13
42,54
43,26
44,4
45,13
46,33
47,184
48,50
49,92
50,28
51,18
52,11
53,68
54,35
55,21
56,50
57,97
58,24
59,88
60,88
61,33
62,54
63,45
64,161
65,19
66,20
67,27
68,57
69,32
70,42
71,60
72,32
73,27
74,85
75,75
76,13
77,15
78,62
79,16
80,5
81,6
82,37
83,56
84,28
85,0
86,0
87,10
88,60
89,49
90,44
91,32
92,3
93,50
94,1
95,1
96,28
97,52
98,91
99,37
100,36
101,55
102,1
103,56
104,4
105,69
106,50
107,35
108,33
109,46
110,3
111,12
112,40
113,6
114,32
115,0
116,3
117,5
118,8
119,32
120,12
121,10
122,10
123,1
124,60
125,90
126,49
127,18
128,25
129,8
130,18
131,4
132,73
133,39
134,0
135,0
136,4
137,84
138,14
139,5
140,15
141,56
142,91
143,2
144,1
145,78
146,8
147,8
148,12
149,33
150,27
151,69
152,18
153,11
154,4
155,91
156,7
157,61
158,97
159,63
160,38
161,139
162,9
163,67
164,34
165,87
166,41
167,45
168,49
169,96
170,10
171,119
172,14
173,14
174,27
175,42
176,62
177,58
178,16
179,33
180,16
181,161
182,160
183,42
184,2
185,6
186,164
187,83
188,23
189,27
190,18
191,4
192,43
193,4
194,35
195,5
196,51
197,28
198,28
199,5
200,25
201,26
202,82
203,95
204,62
205,284
206,10
207,36
208,21
209,20
210,31
211,43
212,46
213,321
214,181
215,107
216,46
217,234
218,253
219,76
220,21
221,38
222,21
223,119
224,15
225,88
226,0
227,121
228,1
229,40
230,40
231,104
232,14
233,4
234,114
235,144
236,25
237,54
238,35
239,30
240,31
241,9
242,32
243,-200
244,11
245,50
246,8
247,5
248,38
249,55
250,12
251,40
252,49
253,19
254,119
255,14
256,39
257,156
258,20
259,36
260,138
261,131
262,5
263,42
264,93
265,15
266,43
267,82
268,41
269,3
270,7
271,47
272,47
273,95
274,39
275,40
276,79
277,47
278,9
279,35
280,32
281,27
282,28
283,45
284,124
285,140
286,67
287,81
288,45
289,149
290,34
291,17
292,9
293,17
294,6
295,49
296,43
297,3
298,76
299,67
300,1
301,15
302,7
303,1
304,8
305,122
306,122
307,51
308,25
309,10
310,18
311,1
312,25
313,94
314,21
315,25
316,73
317,56
318,56
319,57
320,226
321,156
322,21
323,25
324,42
325,142
326,111
327,12
328,152
329,68
330,25
331,29
332,82
333,8
334,100
335,43
336,2
337,28
338,80
339,87
340,105
341,26
342,12
343,100
344,62
345,9
346,12
347,10
348,98
349,115
350,16
351,77
352,134
353,13
354,13
355,2
356,54
357,80
358,179
359,159
360,180
361,119
362,144
363,132
364,147
365,52
366,29
367,164
368,160
369,125
370,123
371,119
372,180
373,120
374,91
375,36
376,19
377,1
378,19
379,122
380,145
381,2
382,25
383,167
384,159
385,159
386,159
387,101
388,101
389,52
390,176
391,122
392,2
393,97
394,107
395,281
396,69
397,73
398,32
399,187
400,6
401,199
402,68
403,19
404,132
405,81
406,31
407,69
408,37
409,1
410,296
411,152
412,38
413,93
414,69
415,129
416,31
417,96
418,83
419,18
420,25
421,3
422,113
423,81
424,55
425,189
426,39
427,17
428,29
429,69
430,160
431,0
432,95
433,67
434,6
435,35
436,149
437,159
438,8
439,38
440,37
441,9
442,1
443,90
444,92
445,10
446,74
447,38
448,218
449,163
450,16
451,109
452,46
453,7
454,21
455,0
456,95
457,30
458,56
459,168
460,182
461,30
462,128
463,142
464,6
465,158
466,1
467,2
468,39
469,130
470,5
471,112
472,21
473,0
474,124
475,82
476,140
477,166
478,57
479,91
480,3
481,8
482,62
483,102
484,440
485,233
486,175
487,178
488,10
489,114
490,40
491,0
492,203
493,1
494,70
495,118
496,15
497,34
498,125
499,30
500,55
501,67
502,174
503,1
504,178
505,30
506,2
507,13
508,31
509,129
510,179
511,14
